station_id,station_name,coord0_latitude,coord0_longitude,coord1_latitude,coord1_longitude,distance_meters
CAD050,國一N094K,24.799541,121.000695,24.79778,121.0089,851.0580019626759
CAD060,國一S098K,24.762369,120.982894,24.76056,120.9911,852.6412320841199
CAL020,國一S262K,23.51409,120.394928,23.512333,120.403038,849.680578919615
CAL030,國一N268K,23.46259,120.367726,23.460833,120.375833,849.6971674125615
CAL040,國一N273K,23.418417,120.346896,23.416666,120.355,849.5151319054286
CAN010,國一N288K,23.307846,120.281937,23.30609,120.290033,849.5187785856122
CAN020,國一S306K,23.154587,120.222474,23.152831,120.230558,849.2491249465228
CAN040,國一N323K,23.01355,120.241377,23.011789,120.249453,849.4245867225703
CAP010,國一S342K,22.847321,120.286935,22.845555,120.295,849.4438309948522
CAP020,國一S346K,22.81399,120.306103,22.812222,120.314166,849.4927663731551
CAP030,國一N351K,22.767602,120.320828,22.765833,120.328888,849.4928047728121
CAP040,國一N361K,22.682326,120.320557,22.680555,120.328611,849.4467711552496
CAL050,國三N279K,23.597872,120.515216,23.596111,120.523333,849.9642610633435
CAL070,國三N295K,23.470361,120.491261,23.468598,120.499369,849.9027084441684
CAM900,國三S290K,23.505867,120.482631,23.504106,120.490742,849.9324336698204
CAV270,國一S336K,22.89593,120.263097,22.894167,120.271178,850.6738198842422
CAN150,國一N315K,23.08526,120.24383,23.0835,120.251897,848.0749691188659
CAV280,國三S378K,22.82773,120.407455,22.825958,120.415519,849.6144003941988
CAL080,國三N303K,23.413742,120.444389,23.411969,120.452447,845.5424611793399
CAN060,國三S311K,23.34815,120.430789,23.346388,120.438888,849.7264085126302
CAN070,國三S329K,23.214538,120.347743,23.212777,120.355833,849.6134793425463
CAN080,國三N336K,23.156484,120.336914,23.154722,120.345,849.5903609396644
CAN090,國三S342K,23.108456,120.319446,23.106694,120.327528,849.4803937619341
CAN100,國三S366K,22.909476,120.343284,22.9077,120.3513,844.4533028688793
CAP060,國三S385K,22.769552,120.436379,22.767777,120.444444,850.1347107129641
CAQ020,國三S415K,22.569782,120.519952,22.568,120.528,849.7901842138236
CAQ010,國三N425K,22.482061,120.523624,22.480277,120.531666,849.7530050596952
CAJ040,西濱S241K,23.625171,120.164529,23.623426,120.172646,849.3884180589544
CAL100,西濱S267K,23.417568,120.15477,23.41613,120.162872,842.0238129586415
CAC050,西濱S023K,25.118258,121.26728,25.11649,121.27551,851.6028481616858
CAC060,西濱S032K,25.09373,121.184277,25.091966,121.192505,851.4660299499778
CAD100,西濱N066K,24.897357,120.956688,24.8956,120.9649,851.00591261274
CAD110,西濱S082K,24.753481,120.896827,24.751724,120.905028,850.8617864649398
CAE100,西濱N107K,24.597551,120.731211,24.5958,120.7394,850.5363114092683
CAE110,西濱S129K,24.44895,120.634622,24.4472,120.6428,850.3811208702967
CAF100,西濱N151K,24.277713,120.539516,24.275964,120.547681,850.1642731169992
CAG070,西濱S173K,24.109847,120.426423,24.1081,120.434576,849.988952848432
CAG080,西濱S189K,23.989603,120.361463,23.987857,120.369607,849.828234960066
CAG090,西濱N210K,23.845282,120.285103,23.843536,120.293236,849.6393616940594
CAJ030,西濱N222K,23.73948,120.248007,23.737734,120.256132,849.5024666154034
CAL090,西濱S257K,23.504025,120.163753,23.502278,120.171861,849.288542539383
CAN110,西濱S280K,23.30695,120.140816,23.3052,120.14891,849.1722734289775
CAN120,西濱N304K,23.10519,120.078614,23.103439,120.086694,849.0195512231404
